k1;k2;k3;k4;k5;k6;k7;k8;k9;k10;k11;k12;k13;k14;k15;k16;k17;k18;k19;k20;k21;k22;k23;k24;k25
FFFFFFFFE45061C1;17A7CA01;FFFFFFFF9D90FA01;21AFAA01;3FC21A01;10F48B01;FFFFFFFF6B00F601;FFFFFFFF5F3C9E01;11A35001;253C0A01;1771B401;903B7E01;FFFFFFFF8C964801;FFFFFFFFCE64E601;9FF2F801;38B4B001;FFFFFFFFECD24A41;7FEEB801;32B77201;FFFFFFFFDEFC3401;B3885C01;FFFFFFFFA3F30901;9B79C901;FFFFFFFFD3204001;FFFFFFFF97998A01
FFFFFFFFD8E62601;6436BC01;E5364F01;57C79301;FFFFFFFF1DEA2B01;FFFFFFFF2D1F9101;FFFFFFFFCA809801;FFFFFFFF79A8B601;53D40E01;FFFFFFFF8ACA2E01;FFFFFFFF74B40E01;FFFFFFFFBC46C401;8814A001;FFFFFFFFC2B5DA01;FFFFFFFF651F1501;FFFFFFFF5881C201;377E3A01;9D128301;FFFFFFFFB018FE01;957E1C01;CF14AB01;FFFFFFFFDF48CE41;7F201001;355D4F01;645F0401
FFFFFFFFE38A2E01;FFFFFFFFA56F8E01;3169F101;147C001;FFFFFFFFB775D601;9A481701;3EF42C01;FFFFFFFF53C41701;FFFFFFFF9EF80C01;52234901;24AF8A01;FFFFFFFF9AF2DA01;FFFFFFFFB8B28C01;FFFFFFFF7241FE01;FFFFFFFF2FEDAD01;FFFFFFFFE9A9BA01;FFFFFFFF4DC53401;FFFFFFFFE83C7801;FFFFFFFF17299E01;28596A01;FFFFFFFFEED2EC01;51186C01;78199801;FFFFFFFF6DA74E01;911C601
FFFFFFFFE29B3601;FFFFFFFFFFC54A01;2C650401;FFFFFFFFB3FB4C01;CE260D01;BBF8401;FFFFFFFF46CB9F01;14099701;2EB5B601;FFFFFFFFF58E5E01;FFFFFFFF99737601;FFFFFFFFDC0BD201;FFFFFFFF48E19C01;FFFFFFFF672ADD01;FFFFFFFFC8741201;FFFFFFFF7CD43801;FFFFFFFFA5936701;FFFFFFFF67F05001;38528601;FFFFFFFFACA25001;42C02E01;BF31DF01;FFFFFFFFF8A6BA01;20D8D601;FFFFFFFF43E14301
FFFFFFFFFEE43401;69E0FC01;33251601;FFFFFFFF8C8DE401;628CF801;FFFFFFFFA8C59E01;53FA1001;6884E201;2EAAB501;12786201;FFFFFFFFFC621201;FFFFFFFF9673E401;BAF3BC01;B034CA01;FFFFFFFFE7FD1201;BD46FF01;41457B01;6993B201;FFFFFFFFD5AA8801;CAF68C01;344F0101;FFFFFFFF2BBB3A01;BD9BE01;FFFFFFFFD58DBC01;FFFFFFFFED464A01
FFFFFFFFDE9DD601;B05E7B01;FFFFFFFF49C75A01;FFFFFFFF931B8001;1BC15101;26E77A01;FFFFFFFF1A55FB01;FFFFFFFF8B704601;61744401;FFFFFFFF35E2E401;FFFFFFFFC6DDAC01;1CC9B01;FFFFFFFFF0C04C01;1969EC01;FFFFFFFFDFE76BC1;FFFFFFFFF3934801;2E3B6A01;2C395801;92077401;11C04801;10C10201;FFFFFFFF30B76601;FFFFFFFFF3389401;12845301;FFFFFFFF7D0B9A01
EEEE9001;FFFFFFFF6C461B01;FFFFFFFF65ABD301;FFFFFFFFC359E401;2F604801;FFFFFFFF862B6E01;FFFFFFFFEA5D3501;FFFFFFFF627ED101;57A0B001;FFFFFFFF777C5601;FFFFFFFFC6315C01;FFFFFFFFFD22A001;56312001;FFFFFFFF985C0001;4DDA7401;FFFFFFFFF1DBF9C1;AF4E9801;FFFFFFFF1FD8D801;38D0E401;3DAFD601;FFFFFFFFF4CEE801;402AF801;FFFFFFFF3A33C001;8B9BB101;FFFFFFFF636A1701
FFFFFFFF4A9FC501;FFFFFFFF6F57D501;FFFFFFFF5AE5FE01;FFFFFFFFB681D601;1F886401;FFFFFFFF63AEBB01;FB421601;92654D01;FFFFFFFFC20A6801;FFFFFFFFF573B001;136FCA01;8990001;6E62601;FFFFFFFF7BEAEA01;30015201;FFFFFFFFB713C401;C145C501;743B7C01;FFFFFFFFF1E1FC01;A79C1B01;FFFFFFFFE0388501;53DA8101;BB5E4701;4AFDBC01;5BB86801
2182D001;4A622601;FFFFFFFFF34CB701;FFFFFFFF6803E301;FFFFFFFF74005E01;4BDE7401;FFFFFFFF78083701;18BBCA01;1B04B301;890D0501;FFFFFFFF95FC8E01;FFFFFFFFEF615E01;FFFFFFFF73107801;FFFFFFFF904A1201;64019F01;FFFFFFFFA6BE6401;FFFFFFFF52BAF301;FFFFFFFFAACB9A01;9A15601;FFFFFFFF5664CE01;8FFDDE01;EB1B1201;FFFFFFFF8FE52E01;FFFFFFFFFBEE6201;FFFFFFFFEC18EFC1
FFFFFFFF6A407C01;6FD38401;FFFFFFFFD8916001;FFFFFFFFD6548801;FFFFFFFFDD1B5C41;FFFFFFFFA32F4401;FFFFFFFFDBE19E41;4B99B601;6EFECA01;FFFFFFFF4D1CE001;FFFFFFFFB30B0A01;FFFFFFFFB3DBB801;23094001;5A5A9801;FFFFFFFFE98A4E01;FFFFFFFFDD10F001;6476001;DF41C01;6CE2AA01;AFDE601;881E0A01;72271001;126D4D01;FFFFFFFFD4DFB001;FFFFFFFFB67BD601
1FBF6A01;5D969601;BE633C01;FFFFFFFF3A964F01;FFFFFFFF2A041501;30F1EE01;FFFFFFFFE909FE01;83F12301;FFFFFFFF22356901;57353C01;FFFFFFFFEA3BE401;FFFFFFFFB7FD8001;FFFFFFFF657FF801;CA633201;FFFFFFFFDFD11201;FD01801;6578501;2640DA01;FFFFFFFF1947E401;FFFFFFFF8BF4E201;509D6201;889EB701;FFFFFFFF4165AC01;6FE6B801;FFFFFFFFF3897E41
FFFFFFFFB65F9601;80921001;7A446C01;F013FE01;FFFFFFFF8B868C01;FFFFFFFF3794A201;16FF2001;FFFFFFFFE1EB0E41;FFFFFFFFBB25AE01;FFFFFFFF94233C01;FFFFFFFFB8A0D801;3E51C801;434AE401;CCD73501;FFFFFFFFE093AFC1;FFFFFFFF2BA51301;FFFFFFFFC5E70401;9C5C5A01;52AA1801;83646E01;1262BD01;A38EF001;6DA47001;FFFFFFFFB1FB0C01;FFFFFFFFDD577E01
1DEF001;FFFFFFFF4B5D6001;4D674001;10892E01;4151FC01;FFFFFFFFFA15FA01;FFFFFFFF289D8801;51820001;FFFFFFFFE867C201;2A92A401;154BD01;FFFFFFFFB0589601;FFFFFFFFB430E601;FFFFFFFF819EFE01;FFFFFFFFC96EA901;4AFA8D01;FFFFFFFFA56E1601;1F4B0201;C5732001;FFFFFFFFBD430201;E925F01;FFFFFFFF57CD3D01;33242301;FFFFFFFF8A872801;F161601
FFFFFFFFD81A2C01;FFFFFFFFF10D4C41;FFFFFFFFC8513C01;FFFFFFFF9D418C01;5D406801;FFFFFFFF9F0C5601;FFFFFFFFB0899A01;B30ED701;BC431901;13F59A01;64243801;6BD47E01;FFFFFFFFBFAC0601;760B6701;1A93F601;59013201;2591E201;CA37F501;48585801;FFFFFFFFB1586201;FFFFFFFF6BF7CB01;6EA3C001;1E6C8E01;FFFFFFFF3A9F9601;FFFFFFFF6D710401
FFFFFFFF9890A201;FFFFFFFFCF265601;FFFFFFFFC25FB401;8D75D501;FFFFFFFF8EBC0A01;FFFFFFFFAD1D2C01;FFFFFFFF2DB78201;11A79C01;1540201;FFFFFFFF299B1901;BF2A01;FFFFFFFFFC01E901;7995E01;ACD3E501;FFFFFFFF82385201;4C1F2101;432A6601;FFFFFFFF7D4FAD01;FFFFFFFFAF075601;FFFFFFFF3C644001;FFFFFFFFE13B5A41;C18FAC01;22D38C01;FFFFFFFFF7D9E841;FFFFFFFFC2284401
6C5C6E01;FFFFFFFF83697A01;FFFFFFFFA1D5FE01;2DEF401;FFFFFFFF66B32101;FFFFFFFF9C738501;BDC88701;FFFFFFFF5D413401;FFFFFFFF68BA1F01;12555101;175C0801;2D8C501;2DD87E01;EFB5AE01;FFFFFFFFB56CC801;4EDBCA01;FFFFFFFF8FB0FA01;FFFFFFFFF2620C01;FFFFFFFFE97A0401;FFFFFFFFDDB40C01;96D16001;15624801;FFFFFFFFA5852201;FFFFFFFF649FEB01;FFFFFFFFBB947C01
FFFFFFFF2C40EB01;5DB4B401;6E99C201;FFFFFFFF529A5C01;FFFFFFFFFB29CC01;40F83401;FFFFFFFF93DF0A01;FFFFFFFF55F61101;FFFFFFFF41578C01;FFFFFFFFB9B96901;FFFFFFFFE77F3001;55543A01;6FFCA801;FFFFFFFFDBF0BBC1;FFFFFFFFE209A801;93CFA401;18E52401;FFFFFFFFF77D1E01;FFFFFFFFFC3D0001;5D70C01;FFFFFFFFD6920201;5BCB0A01;FFFFFFFFB5694C01;FFFFFFFFE9039E01;FFFFFFFF75EDE601
FFFFFFFF3B09D001;25E8B201;24FC9601;BC0CDF01;FFFFFFFF7868C801;B1A92E01;44EB401;FFFFFFFFA6A2B601;FFFFFFFFDA306401;1368B001;FFFFFFFF58C5B101;715FD401;67847801;6890CA01;FFFFFFFF6DDCF401;5E5A2001;FFFFFFFFCD52A801;FFFFFFFFBFD4B601;FFFFFFFFA7E48201;FFFFFFFF5C436001;FFFFFFFFD6226401;FFFFFFFF8C148D01;4BA2B201;FFFFFFFF69302A01;FFFFFFFF87F10C01
FFFFFFFF608B1E01;68FA9401;FFFFFFFFDEBA1E01;FFFFFFFF99E75B01;30FF1001;FFFFFFFFAD98D801;FFFFFFFF9D716701;FFFFFFFF9F2A0E01;FFFFFFFF9678EE01;FFFFFFFF80462C01;BC784A01;FFFFFFFF942AAE01;23C66E01;28581601;22914001;141BB201;FFFFFFFF357CC301;116A7601;FFFFFFFFDCCB2001;A925901;FFFFFFFF99FC8601;14332701;C4546B01;FFFFFFFF23041801;FFFFFFFFB9D5EC01
35666001;150C001;FFFFFFFF8082C001;A4E1E501;67E7E01;FFFFFFFF9A8A0801;4A927001;A9A1B701;FFFFFFFFE7CEAE01;FFFFFFFFA71B2801;2C1FBA01;FFFFFFFFF9212A01;916A5E01;7E807C01;FFFFFFFF74F9E901;FFFFFFFFD73B8C01;44456401;FFFFFFFF77150B01;5914F001;FFFFFFFF9C557C01;FFFFFFFF52DC3001;FFFFFFFF7E327D01;203F8001;FFFFFFFFA9B26401;358BBE01
2CFF0801;56AFA001;FFFFFFFF24932C01;33D8D01;A46D7101;FFFFFFFFC378E801;C00B4E01;FFFFFFFFA13DF201;2DC62001;48186C01;43BA2A01;AA096501;FFFFFFFFD6AD6A01;2AE41501;FFFFFFFFDB8B69C1;FFFFFFFFD7BA8201;4CAC6401;49E52A01;81DDE01;FFFFFFFFFC0DFFC1;FFFFFFFFECAA4C01;FFFFFFFF36E38701;11593201;FFFFFFFFE75E1A01;FFFFFFFF5E82A801
7AC52001;FFFFFFFF62FB1101;FFFFFFFF89DAB201;FFFFFFFFEE058401;EA77801;FFFFFFFFA1B25001;8F69C401;44CF9401;C4870B01;FFFFFFFF434D1C01;2BA97201;5685A601;FFFFFFFFFA98CA01;3D41C501;3712F201;FFFFFFFFE86E0701;7938F001;FFFFFFFFFA3B8A01;79E5801;FFFFFFFF8B28BA01;540B2E01;FFFFFFFF67F5DA01;FFFFFFFFB7EBF401;5924CF01;FFFFFFFFDE8B6441
FFFFFFFF6EBA5E01;FFFFFFFFD19B8201;92BE7901;FFFFFFFF35B3A901;FFFFFFFF775F8A01;45DD0B01;FFFFFFFF5BD88001;67162E01;FFFFFFFFBC666E01;2DBF1601;FFFFFFFFE5C10601;5F1DC01;5CEDAE01;FFFFFFFFFC6EDF01;6E911201;9E1C7E01;FFFFFFFF22619701;78B78C01;FFFFFFFF5D3A0F01;FFFFFFFFD199D5C1;15744301;FFFFFFFFFA88A201;8F2AA201;FFFFFFFFFFF21601;FFFFFFFF4CEF0501
FFFFFFFFE0C5C401;FFFFFFFFE8606A01;B454D801;A68C1101;89C2001;18B97F01;4E3C8A01;461B9001;FFFFFFFFF6F0F501;FFFFFFFF16D4EB01;FFFFFFFF7310E301;D1FE8501;FFFFFFFF2547F301;F19B1801;78CD01;FFFFFFFFAE927601;31FA301;FFFFFFFF8F97AE01;FFFFFFFF8C2AB801;FFFFFFFF3F81D401;FFFFFFFF974AA001;FFFFFFFF8C1C1801;FFFFFFFF62620C01;FFFFFFFF63185F01;FFFFFFFFDA7B5201
FFFFFFFFD899CE01;FFFFFFFF5B728301;FFFFFFFF69285601;FFFFFFFF7C03CE01;5026E001;74DED001;FFFFFFFF9FEF5001;FFFFFFFFE3FEC101;83121001;FFFFFFFF51778F01;FFFFFFFF4E361801;FFFFFFFF5CFD5A01;FFFFFFFFF8669201;FFFFFFFFC0126A41;222B2401;FFFFFFFF8C108E01;BA2E8B01;252F201;FFFFFFFF7B782101;FFFFFFFF922A6001;FFFFFFFFA629F201;FFFFFFFFB51D7C01;FFFFFFFFB67B9001;FFFFFFFFD90D4E01;FFFFFFFF2DFC9001
FFFFFFFF1CF63901;FFFFFFFF76560201;FFFFFFFFD9E22801;FFFFFFFF75521401;F0C98101;8083A201;4699B001;FFFFFFFF8FC07E01;53E0A401;75383001;45C20001;FFFFFFFF70324901;FFFFFFFF83ACE001;FFFFFFFFC91C5C01;FFFFFFFFD84BBC01;FFFFFFFFEA100701;FFFFFFFFA9AE7601;19474101;3329EC01;FFFFFFFFA81BFE01;FFFFFFFFC13F5901;E2202501;FFFFFFFFEE3C1A01;FFFFFFFF87655A01;82797A01
378AC801;17033401;FFFFFFFFBEDA1401;FFFFFFFFF7191A41;9E848301;2DFACE01;FFFFFFFFE40E8C01;FFFFFFFFFC633A01;FFFFFFFFF5D33201;56A3C601;FFFFFFFF94823201;B020FE01;FFFFFFFFED956C01;51D3AA01;FFFFFFFF94CEC001;FFFFFFFF83FA2601;4943B701;FFFFFFFFEE39C441;46E04601;781AF001;FFFFFFFFD7B39601;AF2DC101;FFFFFFFF70B90701;A214AA01;FFFFFFFFF30F3401
C20BCA01;FFFFFFFF63946601;5DB28401;67B5AA01;FFFFFFFF11096401;2D7B4301;FFFFFFFFF1D8C601;FFFFFFFFCD167201;CE42BB01;FFFFFFFF74A85F01;283E4801;FFFFFFFFD0967801;CDB2A01;AF7B7601;FFFFFFFF8D10A001;CD72DF01;FFFFFFFFD60C3C01;A3852201;FFFFFFFF5E636201;FFFFFFFFB266C401;566601;31AB1E01;4007BE01;FFFFFFFF4FEC1E01;1B9B5E01
FFFFFFFF577D2201;501DF301;FFFFFFFF9C93E601;FFFFFFFF96C4DE01;19E8DF01;257D9001;FFFFFFFFE6E1D601;FFFFFFFF85B94E01;E9482801;FFFFFFFF9FDB9901;FFFFFFFFE835BC01;373DDA01;FFFFFFFFDDF52001;FFFFFFFFFC400401;DDDDC501;1BEE1D01;9C067401;7B519801;3564201;8B65D01;C2B3ED01;FFFFFFFF9A633A01;C147B901;FFFFFFFFCBC9CE01;C8C2E101
69F4301;FFFFFFFF731F9201;67F97001;381C6401;40915801;57B3F801;5204E001;226A401;7FDDB801;FFFFFFFF4558BD01;16614601;FFFFFFFFF09A2201;8543F001;91631801;FFFFFFFFCAC7FDC1;FFFFFFFF98D3CC01;FFFFFFFF6295DD01;4E479901;5E43C201;FFFFFFFF8CADC001;A104901;FFFFFFFF6AC32C01;C5A8601;4CFDA601;FFFFFFFF8AD10C01
FFFFFFFFE3659201;F2ECE01;2CDDE01;FFFFFFFFB1CC3801;FFFFFFFF3CF72C01;611AA101;FFFFFFFF7B652901;FFFFFFFFDE8CE801;BDEDB001;2BB85101;FFFFFFFFDC85ADC1;16C47801;FFFFFFFF81DF9001;FFFFFFFFA338A401;FFFFFFFF5F4D5001;55E4A201;19A3601;FFFFFFFFF3543FC1;FFFFFFFF866E6A01;362B1401;719A4C01;3247001;FFFFFFFFAE74F201;FFFFFFFF6CF5C301;FFFFFFFFAAFDBC01
FFFFFFFF733B3101;1A78F401;FFFFFFFF4BE11A01;4771D401;83F65A01;39212E01;FFFFFFFFC7CA9801;900BCD01;2E7F4401;FFFFFFFFC2EE5201;FFFFFFFF866D3C01;FFFFFFFFBB011001;7CAD6C01;897D1401;FFFFFFFFCF1EA801;38AC0601;FFFFFFFF99B3FE01;53234201;AC4CD901;FFFFFFFFDCB87001;43994001;714B5001;FFFFFFFF580AEF01;7E11AC01;FFFFFFFF9DA84201
FFFFFFFFAB63B801;1826FB01;FFFFFFFF7C137501;99E35301;FFFFFFFFBF816A01;8ACD7E01;FFFFFFFF86B8BA01;FFFFFFFFE9732001;FFFFFFFFCF6CEE01;11B79801;32932601;FFFFFFFF146C9E01;FFFFFFFF5F594301;6CCDF201;FFFFFFFFCA546201;4AFE3201;FFFFFFFFC12C8A01;F6CFF901;FFFFFFFFB1665E01;FFFFFFFF7FFFEE01;27DACD01;FFFFFFFFDD863001;637A2201;FFFFFFFFD7E3B3C1;FFFFFFFF7DC53901
BCD16D01;4740FE01;4A356501;88A16A01;274F7801;FFFFFFFF60C72901;FFFFFFFFE31D2401;FFFFFFFF22F2DA01;FFFFFFFF85B85201;FFFFFFFFE37EC201;1BF8F401;3C217801;FFFFFFFF634F3001;2154A801;FFFFFFFF97400001;FFFFFFFF828FAC01;FFFFFFFF715F6501;68140501;FFFFFFFF67DFBF01;2498DC01;403AD201;FFFFFFFFFB111601;3764B401;1251A01;9F7C2001
DF6CE101;1F69D401;FFFFFFFFCB9D8A01;FFFFFFFFC880EA01;FFFFFFFFD0F0F901;FFFFFFFFC3644201;FFFFFFFF705B2201;271D9001;FFFFFFFFC0FEA201;D4A80A01;FFFFFFFF96560A01;192E9E01;8D156101;113AE801;7C92C01;A5AA0101;FFFFFFFF3ABB9101;49F74D01;6832E401;FFFFFFFF9700B201;BC23201;FFFFFFFFF00B2401;2682E201;FFFFFFFFC9DC8201;FFFFFFFF224AF001
FFFFFFFF81C91E01;4DEDB801;FFFFFFFFFD889801;A1EDD801;32DF5F01;FFFFFFFFC7225201;71667C01;7B147001;FFFFFFFFC3CEBE01;FFFFFFFFFBA47E01;7514DC01;FFFFFFFF75CE4401;FFFFFFFF54774A01;D32F201;FFFFFFFFD5FDFA01;72C5AC01;2FF50B01;C158C01;5EDD801;76149301;A3B49E01;55935801;FFFFFFFFFD764601;D2E4A101;FFFFFFFF88D69A01
51604601;FFFFFFFF88A68201;FFFFFFFF98DCCE01;FFFFFFFF932C8401;712F6C01;3AAE8B01;FFFFFFFF3AB8B001;FFFFFFFF2A95B401;FFFFFFFF9145C401;41197601;FFFFFFFFF0D9A601;FFFFFFFF66FB3701;451C0D01;FFFFFFFFA3DE9401;FFFFFFFFEC664C01;44DADA01;66201001;FFFFFFFF6F445A01;CAE3EB01;FFFFFFFF6B36F201;43719C01;FFFFFFFFDA21C041;FEDAE801;14FD1601;FFFFFFFFE2D2B801
FC4F001;12F28001;FFFFFFFFA9C9C201;FFFFFFFF51D86401;DB0EB01;583A5E01;31DD6401;FFFFFFFF61208A01;6F1F2801;FFFFFFFFE271F201;F6211001;34895401;85241801;73A36C01;10DC6601;4202E01;FFFFFFFFE2435C01;FFFFFFFFA35CF601;FD389B01;35E95801;2D7BA01;12E69E01;FFFFFFFFDC3F7401;5C04B401;51390201
8AECFE01;436B5401;FFFFFFFFD7B6F801;4DDB8001;988A2101;FFFFFFFFA30F3A01;100ED001;5D332E01;389AC401;FFFFFFFFE7BB7301;68F29C01;4CD61801;218F8A01;FFFFFFFFF49B4601;E3527401;2A8C601;FFFFFFFFDB2C1201;82778301;FFFFFFFFCD49B401;FFFFFFFF9335BE01;FFFFFFFFFF9FE201;6E191801;1703FC01;5D724201;FFFFFFFFF2352301
FFFFFFFF6F0EB801;AC1C1501;FFFFFFFFF4A6B701;A4FE1201;23000C01;FFFFFFFF3FE51201;C7825701;B4BE01;B3C98301;B2D02D01;E85B8601;4AD3F801;1DCA1A01;FFFFFFFFBE19C801;3ECF8801;E7929E01;AD66BD01;FFFFFFFFD1031C01;FFFFFFFFB53D1601;FFFFFFFFBE23BC01;15751E01;FFFFFFFF616D4101;C3CA8501;64401C01;8564F101
916C001;FFFFFFFF54433401;FFFFFFFFE26A7041;17018401;408F2C01;A5583501;FFFFFFFFBC9B0201;50A7CC01;FFFFFFFFC3375201;FFFFFFFF19999401;FFFFFFFFECBDDC01;F8C4201;5A37CA01;1B08601;FFFFFFFFBE43D801;58721001;5D3A401;FFFFFFFFDEC80A01;5E576E01;FFFFFFFFBBCD2601;FFFFFFFFA4FFE201;FFFFFFFFAD0C9401;10744201;FFFFFFFF59919C01;FFFFFFFFD6E06801
94350F01;98BFF001;B3FEC901;DFC33201;FFFFFFFFFD70FC01;FFFFFFFF0F407401;FFFFFFFFACD8B701;26726201;D7B11A01;FFFFFFFFC2225201;17BA9801;5EA95201;FFFFFFFFDF5C2201;49DA5C01;FFFFFFFF81993A01;33959A01;95ED9B01;FFFFFFFF546B4B01;59322001;21281601;1B39E001;FFFFFFFFEC3B5601;FFFFFFFF9DF34401;55181601;E4CD401
FFFFFFFF968B6A01;FFFFFFFF4CB2CE01;FFFFFFFFA6952401;FFFFFFFFEC359201;E57A001;7675B401;FFFFFFFF92A2F701;C85DFD01;87349A01;FFFFFFFFC5AD6C01;2DD00401;FFFFFFFFE61ECA01;FFFFFFFFC2879D01;FFFFFFFF9F30B201;1713D201;FEE27301;FFFFFFFF8C3D2001;FFFFFFFFE03DF7C1;851E4801;FFFFFFFF7FB2A001;FFFFFFFF2D158001;4348E001;FFFFFFFF77C36401;42159601;CC735A01
FFFFFFFF8B124801;632BEA01;FFFFFFFFAF4DEA01;A96BC701;5F54BC01;67A26001;FFFFFFFFA6543801;FFFFFFFF7564C101;35387A01;FFFFFFFF7F783A01;FFFFFFFF7754E201;FFFFFFFF91DD6801;A74E6301;95408201;AB9CE101;FFFFFFFF366F5E01;85A85F01;27BE1E01;FFFFFFFFE17351C1;65DA7C01;67A0BE01;FFFFFFFF37142801;6C653001;FFFFFFFFF417B001;FFFFFFFFABB43201
8810F201;FFFFFFFFCDF4E401;C6D8B101;4AB9401;FFFFFFFFF7701C01;2D5A1C01;E63E801;47504401;FFFFFFFF82FD8801;FFFFFFFFB4116501;FFFFFFFF8E664801;FFFFFFFFE8661B01;FFFFFFFF0B139001;5FA9FC01;FFFFFFFF5CC7D701;FFFFFFFF04917E01;FFFFFFFF77B51801;345ACA01;FFFFFFFFA98BDE01;FFFFFFFF38955C01;FFFFFFFFD36D4001;FFFFFFFF5AFE7501;BF3C901;2585B801;3EEB6401
60131301;FFFFFFFF88DF2001;11EEBA01;FFFFFFFFC950DC41;FFFFFFFFD27CE401;FFFFFFFFD92CF201;24369F01;FFFFFFFF6F3FF001;1B90C01;FFFFFFFFDF20E401;FFFFFFFFE1328A01;46348601;9FBE8301;4D7A7E01;FFFFFFFF9CF28801;AA5C5501;298B4201;28977401;FFFFFFFFE50A7DC1;FFFFFFFFD4B17401;9116DA01;2D3F0801;9092E901;7D845801;4A055201
FFFFFFFF8087D601;FFFFFFFFEDD45401;FFFFFFFFB7706C01;EAE7801;FFFFFFFF8FAB2C01;4201D601;EF734901;FFFFFFFF87B6E401;FFFFFFFFA3ACC001;FFFFFFFF5796E701;FFFFFFFFF0C21E01;FFFFFFFFA5776C01;50056701;FFFFFFFF7B401E01;600E4601;FFFFFFFFF9BB6201;E663E101;82B48E01;AD209901;40A07A01;FFFFFFFFCA4ECC01;FE77A801;9D7B6901;FFFFFFFF2CC8D201;9FEE8101
4A23FA01;70A7001;FFFFFFFFB6E0FA01;41B11001;66A52A01;86F2C601;6E759A01;FFFFFFFF6F3CE201;7924D401;FFFFFFFF0683B301;E74DED01;FFFFFFFFBE34AA01;9298DF01;12E29D01;FFFFFFFFFDC79001;AF958C01;FFFFFFFF9F4C1E01;3AF31301;30C72101;FFFFFFFFDEFA7801;FFFFFFFFBFBBA601;97390201;FFFFFFFFD388AA01;B7126A01;FFFFFFFFEC6F9601
FFFFFFFF810B4A01;FFFFFFFFB6486801;C088F801;FFFFFFFF90D2E201;FFFFFFFFF42F4E01;FFFFFFFFC5200E01;FFFFFFFFA3265501;A9787001;FFFFFFFFAAE06A01;FFFFFFFFA0D75C01;3E461001;FFFFFFFFA5F73001;FFFFFFFFB2AFBE01;18C0901;31537601;FFFFFFFF69B25701;5888DC01;FFFFFFFF37FE4A01;FFFFFFFF324F7E01;22DE8401;4C7E7A01;1B25601;82018601;71788401;AAD25801
FFFFFFFF37AD0C01;FFFFFFFF30B84201;67C3CA01;FFFFFFFF5A928201;7E58A401;FFFFFFFFF4EB1001;91D59301;FFFFFFFF8D2C7E01;FFFFFFFFA5C96C01;FFFFFFFFDE90FC01;FFFFFFFFE0B84701;FFFFFFFFCCDC2041;FFFFFFFFCBEF0A01;FFFFFFFF1CE0D801;2DE26601;B5D1601;8E19B901;16AC7601;61621E01;593FBC01;FFFFFFFFA8919401;FFFFFFFFF7E4EE01;8F8FD01;FFFFFFFFC45E4801;FFFFFFFF8B13BA01
FFFFFFFF9839DA01;2CC4BA01;FFFFFFFF74671401;FFFFFFFF7FEA1F01;4E62AF01;FFFFFFFF34ECD601;FFFFFFFF91A89C01;CD05201;FFFFFFFF68B84101;4C2A5C01;FFFFFFFF44176401;5A2D3801;FFFFFFFFD4548841;FFFFFFFFD7BBC801;FFFFFFFFD41509C1;5D291301;466CD601;316FF201;7C080401;FFFFFFFF6E7D1601;5D7AB401;FFFFFFFF87C3EE01;FFFFFFFFADF5B201;14FE6A01;94A62801
A4576E01;2654E701;2A047601;FFFFFFFF1FBB6C01;FFFFFFFFBC236C01;FFFFFFFFFB0A9401;10CB9001;FFFFFFFFA7617401;FFFFFFFFAFE66C01;FFFFFFFFE0A1D301;FFFFFFFFE053F401;FFFFFFFF68838101;FFFFFFFFC287EA01;C19A201;FFFFFFFFF2DF4401;8814DC01;2059C901;723CB801;FFFFFFFFBE8FC201;FFFFFFFF4B1A6B01;FFFFFFFF86E1A401;FFFFFFFFEEBD8001;FFFFFFFF4B1A0801;ABE9A601;FFFFFFFF5B51F401
36A4EE01;32CFC001;13466601;98F50601;6DC06401;81BF1801;FFFFFFFF8CAA8601;1D7BBC01;A5F96301;FFFFFFFFF9DEE401;FFFFFFFFC39AF801;641E3601;FFFFFFFFCA11F601;FFFFFFFFDD84DA01;FFFFFFFF6A844001;FFFFFFFF7EE5B101;FFFFFFFFFD7BE401;FFFFFFFFE9973C01;3403C801;FFFFFFFFDB830C01;EEE9701;809FF01;51846701;FFFFFFFFC648D001;FFFFFFFF92950401
FFFFFFFF4F08E101;140F0801;736EE001;FFFFFFFF769F0D01;FFFFFFFFBCF3AE01;FFFFFFFF6AD84601;FFFFFFFFA7834401;FFFFFFFF74A8F401;BE78F301;FFFFFFFF9F3D2601;97FA3D01;CB010701;FFFFFFFFBA26FA01;4614C801;9D0D8B01;14548201;FFFFFFFF35880A01;FFFFFFFFF5EA2641;FFFFFFFFB317C801;FFFFFFFFA1527001;1A6CC201;23E901;C6629C01;FFFFFFFFBC3FFA01;FFFFFFFFF95CAE01
FFFFFFFF70969301;FFFFFFFFF1C2EE01;1D83E101;FFFFFFFFF6556A01;9B677601;40367001;80B9A001;9C4C2901;FFFFFFFF58E66201;1DBF0201;FFFFFFFFD66E07C1;FFFFFFFF90D51201;35C99F01;94C35A01;FFFFFFFFD0186C01;FFFFFFFFF021A401;FFFFFFFF4D73A201;FFFFFFFF69222401;3720B801;FFFFFFFFA311F001;7481A001;74D6E001;96F9CC01;FFFFFFFF0A8E0E01;FFFFFFFFE834AA01
