c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
0.39794364935961013+0.18846615823899518j,0.44386165995534471+0.17474852495529869j,0.84829096594114251+0.036092054596089052j,0.32467601429552762+0.29543753811725854j,0.64589860704791680+0.49815744410426382j,0.11986265619673080+0.10186336266733026j,0.26017637230222601+0.15935992521494299j,0.26104788071898216+0.15562324143386205j,0.68751339914213683+0.97667627689311254j,0.26341673424021400+0.49509998181997628j,0.044875135093175943+0.69680942559093151j,0.72434641819886980+0.53055613399356094j,0.21585569174389022+0.39163289791382599j,0.30667841623894126+0.97863332796088820j,0.30422869644101613+0.52478870498344188j,0.25031474618089961+0.27514260187145323j,0.99225425363593145+0.86936493818462635j,0.61297073825379378+0.39790660507141601j,0.81762868794539711+0.54320246175499953j,0.60784874934104316+0.83415248799275510j
0.97847009877206481+0.86617254727737181j,0.62322863655836858+0.55377888729386171j,0.88708856115235191+0.67058547167096394j,0.75799476235618424+0.45349916841249327j,0.90540153671015366+0.13851816196648550j,0.57628176779670071+0.90063868861379315j,0.28569802794807175+0.81818904194331965j,0.25787560963976464+0.67821600411476446j,0.99292515190254604+0.86575890359911278j,0.60006530815993842+0.23431769568333546j,0.17592655026994461+0.41399225368599396j,0.70888561674173656+0.20765199682229143j,0.15825585064093892+0.22964796261865453j,0.21922359971050406+0.81160876899340273j,0.84585347813439649+0.19968282336976340j,0.83911622423905663+0.72166387892394634j,0.58327618268247372+0.38907458589940247j,0.94265552476314618+0.062700648479887683j,0.93972874846166909+0.89256788085599714j,0.48904144278192918+0.96280838122531220j
0.23867806665954860+0.65170912276733328j,0.77819245687981853+0.91920944635420987j,0.17907297155875798+0.33282827320061709j,0.098471174654573862+0.57586991598314619j,0.49826022393634400+0.063652302329635910j,0.83173365644056219+0.15684799446355499j,0.54522270539027062+0.87939660146306609j,0.59976720948713380+0.29263206053232954j,0.28047760382322368+0.74999109457677215j,0.42242679787160642+0.13461313091316984j,0.99216896543947874+0.63708357380335268j,0.65119147922437304+0.32995105164397415j,0.74130515382203033+0.93919177252393993j,0.14088857638441415+0.43328813688340118j,0.17234287813731650+0.81724695510509782j,0.53079014742614716+0.79465496844876038j,0.72429840944957069+0.068291191852069930j,0.56179404759429941+0.26298917008288125j,0.63433832112641753+0.60692880982018360j,0.079099380748088949+0.17906270279564382j
0.022251544935340633+0.45787451319365374j,0.42795502551653203+0.98942623292153031j,0.86393225911736404+0.91989424088551031j,0.49117041926341293+0.66777327086810256j,0.47599526329878500+0.76454563810786980j,0.56273649811400095+0.13152610518956481j,0.94820407060782519+0.83857127198882142j,0.25370219702119273+0.73291828636920597j,0.76095559246894995+0.50701563856393428j,0.50147802737803671+0.31764060398538130j,0.86695745712676087+0.33817650272743838j,0.26527177847367711+0.45832156993324469j,0.90699914754131983+0.16555269624664376j,0.36107520511904306+0.22342073544429686j,0.34964521961279316+0.14747553017708445j,0.39122523286107141+0.34016266042079063j,0.51798433858373505+0.056821914310503041j,0.0076975611291325947+0.62544218737752322j,0.077821745357871064+0.46741787983594357j,0.65734399616449923+0.79654647535944678j
0.99362847090625006+0.19033458045611090j,0.66717681647745264+0.95661459644894886j,0.95765320602828563+0.83626139866291327j,0.27714585631964567+0.97877204147894836j,0.39835376891310731+0.083407637239270291j,0.13570322680043695+0.43808281851794462j,0.39484795348815355+0.37044929223516410j,0.86243708725420232+0.017441443857980264j,0.69108663627056455+0.95197275882478827j,0.74187557681436689+0.39687518669962379j,0.58300877947162077+0.64135717578016094j,0.066685286661725990+0.82018645373910903j,0.81167757836756793+0.78349553728341925j,0.76992532724684548+0.46375740804680515j,0.13959515740423825+0.79529306087638563j,0.81574255430051756+0.20166062896193593j,0.59804603589415106+0.41186285112441545j,0.37226823886986760+0.41225087365197133j,0.49554100126073836+0.16396680611054312j,0.82616678030424417+0.028283570615622859j
0.79866423359441407+0.93784944653380609j,0.012899654962341588+0.24811734961810225j,0.56059303630627955+0.72466421900152023j,0.39906829685010181+0.90556717336792769j,0.88111056987866510+0.19497521294881229j,0.17109993125474704+0.65520004680939070j,0.67646050848958095+0.22400730989902298j,0.26580288381932488+0.73500491980249760j,0.048243489628981992+0.91039507807399045j,0.82193315488487229+0.85513430586383321j,0.058332982453658831+0.91325878148292772j,0.52257594206321645+0.36644177005977785j,0.25365988144701757+0.47174561540520532j,0.11765077756732496+0.79401215049020446j,0.43162897866613292+0.17249396800156055j,0.45216918570659070+0.99110759759514666j,0.077496422728149036+0.77232565062478042j,0.18336213267677487+0.62256674930368128j,0.12410992409537687+0.21345049102943894j,0.36584089468069114+0.21320818696296540j
0.45755544579225171+0.49074498410957007j,0.067575355406806301+0.43674133816874205j,0.093188278805931696+0.19941053397482938j,0.090709504536496247+0.58831491554470983j,0.33550083847603285+0.57356443617165764j,0.42454975894034264+0.25844252014887198j,0.30778595440173745+0.87887626686342013j,0.80519526891484594+0.028560942703709010j,0.93647975130042749+0.38796031799941572j,0.69301099698335478+0.055474638806350555j,0.36123032528188831+0.64293411311199744j,0.26459402380999686+0.10913163250134712j,0.26165968982552762+0.94067801905685455j,0.91060021026107196+0.84158580588865550j,0.82766791030381281+0.83410757449415518j,0.99095119034445234+0.80515250071788169j,0.99013112446346385+0.75204601787212688j,0.62399655954898559+0.25629573864170196j,0.35610086623047110+0.23836950178323621j,0.97737903291229788+0.098649597440480880j
0.96163342415300990+0.76904582854774417j,0.95682035634747065+0.33457980604808873j,0.58769675155832490+0.65232116517019278j,0.22465633279447786+0.22035678696368166j,0.97267922324954059+0.059721712058570825j,0.49332182990962331+0.041144530986102740j,0.97773305517961528+0.22803251509683337j,0.64705833233890842+0.31361608517233558j,0.20870812970222447+0.13524712133035283j,0.30279768152991388+0.63883616789294007j,0.19880980621037664+0.72981020530400065j,0.82405974624914813+0.84080574916139483j,0.47355923580589376+0.89962780078330973j,0.092379509868220397+0.89221244903190733j,0.67555116462607223+0.79267329507378237j,0.029749791384084213+0.74841783224396063j,0.16578818582556912+0.92938726534969807j,0.90332868871415717+0.94241238436896757j,0.57870895517536380+0.22033062192057348j,0.69218479135805011+0.063932562914801566j
0.49501072525787609+0.085169175285557064j,0.084748701287265513+0.087354853481595482j,0.59494118512142369+0.62547191938623337j,0.60298632935333785+0.27329758984516095j,0.060133697516920055+0.088162906697879864j,0.036177795880992195+0.82172302848028667j,0.028561703594282586+0.040751367557731490j,0.73264561559766261+0.62030141322203791j,0.47071670834483492+0.27434101203409250j,0.79158508558046481+0.41452092595131923j,0.18839540752284639+0.86839743555233728j,0.98453073840826211+0.78420109192705223j,0.78859072599104063+0.25331039518647941j,0.61890350031051544+0.28129367060491850j,0.78999873071438109+0.54434327048676812j,0.80950540481505728+0.095888810302386274j,0.72863125844563070+0.34469445669046944j,0.86858561953053526+0.27480219321240917j,0.57553659562049808+0.67578570099630475j,0.92552186859275909+0.20353325749762635j
0.22355897026253468+0.67279569347744395j,0.035341397861027468+0.65647196853538714j,0.37051809602139357+0.34230851805593004j,0.93510109208691339+0.82355691911761397j,0.29317838881172320+0.31805993525082854j,0.078361770445830259+0.85779690226201577j,0.14074940931224225+0.83318401259399832j,0.39942483648243798+0.13831775205070540j,0.47056377539314276+0.48790736890962544j,0.84959148579056964+0.42932082037081376j,0.28781884511215639+0.79119435383543213j,0.26676350397751514+0.39204886011972623j,0.91094797124647242+0.67944692250014538j,0.22549721652980076+0.27402375465818585j,0.67718964980967222+0.59874724591780137j,0.023599236275039140+0.92731896220804555j,0.11448268440134250+0.79870895058394287j,0.12226426200590178+0.99522120160693206j,0.97577095867159180+0.23052481170492620j,0.85074601057609878+0.84604539112833077j
0.20265520747084717+0.65765440319693713j,0.27774382038424889+0.86462687258295734j,0.93921038780029809+0.24297517428774795j,0.081505774021144228+0.15031682270436048j,0.64251397718381387+0.32317515111988709j,0.79841981635693504+0.69961270804846531j,0.54758907926504941+0.32218955428624096j,0.56119840531696663+0.027741701043231631j,0.19139098481658515+0.45440252852822327j,0.67598855609960129+0.48870711612519935j,0.69935360199075802+0.68167714632235210j,0.047806505143434153+0.43679522402938092j,0.46477962960780900+0.70193248645600781j,0.98738894654813048+0.55174532108863350j,0.56976100962128651+0.71652585123884227j,0.18813140550217064+0.62871510136908892j,0.56220922376391547+0.056946783717943525j,0.91985036860559011+0.060324536695883307j,0.90264149416448691+0.27053610980304338j,0.34709460684239868+0.76720441235805481j
0.98978035018375399+0.40866412070414448j,0.54077860897694685+0.73747210329637192j,0.97230522504352956+0.36785088678231637j,0.99767825324211601+0.90426242251987665j,0.037302950942307088+0.58159400449855625j,0.63952166790111875+0.55460680375880367j,0.059049947196266266+0.49378574358848204j,0.33543502190707969+0.28121754662296283j,0.77713054281477478+0.62947237421998248j,0.093927736852251559+0.60481511448010905j,0.77043059816891213+0.79338502904294250j,0.72013869193000057+0.76309224211742976j,0.64280270954511476+0.12987764228116677j,0.56857844224626441+0.75408450984264730j,0.71304777805183928+0.10384724933049444j,0.95105370173210302+0.30813479246173803j,0.53139144236607028+0.67359604419007002j,0.80811741281765359+0.49357358084700642j,0.98534362425757749+0.87736383666094497j,0.23399199912758495+0.12065452395735030j
0.042603620617328010+0.24867488077718941j,0.43456898487096740+0.52570389755295077j,0.014916087625486489+0.49700265575443564j,0.52953841770569010+0.26451352726838023j,0.13346927908476822+0.26183895685538194j,0.096326541708668514+0.24861100275625203j,0.48924189041627503+0.010390643441679257j,0.16354272323713209+0.98345177555149266j,0.34177517334506302+0.90837010192286904j,0.62433580452042658+0.51982890823178685j,0.27835866886213684+0.97552798032754762j,0.78857816384599566+0.67401815498785123j,0.52784497098383509+0.088626846919433025j,0.69701769260992341+0.70202473442633606j,0.15932407534799806+0.82755555368131883j,0.60105827408374790+0.70168060746176564j,0.63996421750493149+0.49264107638713406j,0.46105362111216214+0.39984206016481544j,0.79948029152854405+0.82960681594748786j,0.20929015371467088+0.35949424633617016j
0.57317220034060745+0.63340021196706930j,0.90888262877940174+0.49623784477832478j,0.63173838737316435+0.66938575026476099j,0.37294679959326815+0.082659098797488506j,0.090301470679987506+0.36109646162632747j,0.83667753782010967+0.19784290055588152j,0.57485127722022877+0.64998500479791432j,0.62046189081820569+0.11936167401529001j,0.088507024349224139+0.38438772162094464j,0.51967300808625461+0.62902067809680240j,0.83552028053403848+0.89158887964908540j,0.89223427224900076+0.59790600548591832j,0.18283377892378272+0.29140270024967763j,0.081866388655566932+0.95693994003342964j,0.86738084057689069+0.90473487782406659j,0.075008261192451173+0.88056638783222951j,0.98964210791493523+0.80896377552389975j,0.050032248372557056+0.30122735565729625j,0.16468151984639862+0.94457913343292765j,0.24031350455556383+0.58518860570203002j
0.0021933206293882077+0.22887304492956392j,0.80145663261591005+0.36798448221696511j,0.10539765840340429+0.49318044628963609j,0.93541867449441152+0.46305784972380626j,0.29492299587859466+0.062653785257400701j,0.68187069145916301+0.42037799383147045j,0.37449056367934508+0.11673669140907855j,0.76496280591089050+0.41994770322719260j,0.84456886061856029+0.60684094279141976j,0.82883339815346302+0.51056140214098478j,0.49244103480944684+0.42733043866375714j,0.67200572375230661+0.46806604451761197j,0.24699921812626183+0.59247498370724316j,0.99593152555365827+0.22559177697417329j,0.24749878981960755+0.088875631594298551j,0.87334457795800891+0.36902984528221899j,0.82173235940153100+0.42724645012800883j,0.30025808630601319+0.65689013005963448j,0.84304380540676405+0.79359769237032185j,0.52010160042375042+0.21071780003188742j
0.71806139407456637+0.60475095845937210j,0.41521523347743461+0.18393035076282874j,0.79779761089607770+0.31545271622644716j,0.23315460272978070+0.55530134877218507j,0.65619367490357694+0.22533710447775801j,0.19964771995789155+0.38349934788301721j,0.38723926242223738+0.62498581787747887j,0.64775918706298252+0.68428099908115436j,0.50231411806153969+0.51596710079219255j,0.81935873145493154+0.30177894078717038j,0.87007547540423069+0.65236790592375637j,0.058864070104176970+0.40664549151662038j,0.80303717696022081+0.37553470298668751j,0.24501473169133586+0.065901820362384636j,0.30940587739436803+0.56456558964591130j,0.41151615976303435+0.81251959459118639j,0.75942332882014085+0.044573301351038007j,0.96200282255664271+0.19152706734826783j,0.28754866702558263+0.018636341013055717j,0.49532201145885923+0.55232691483003338j
0.15274005894684436+0.23301081303782673j,0.79387352963874425+0.90713159046423686j,0.43355570214438849+0.99977663344750622j,0.40444174333361277+0.65536781666160637j,0.62770681472265932+0.90882595733283200j,0.83463575734944817+0.19754349011517866j,0.67433383563457672+0.93148932940167795j,0.64246876473065573+0.78063195261811491j,0.68533132935555652+0.085636797491054711j,0.67571675797734476+0.95933987504983564j,0.24453754526827964+0.28242286807202854j,0.094910376736606294+0.81787898089723188j,0.35739570221800038+0.44693572585914970j,0.61864877240040483+0.60243984787137461j,0.55555533488383568+0.70210001463000582j,0.95543144606597197+0.28619844528234872j,0.56717011435397768+0.67976372259664974j,0.29568016395569435+0.33398245432810258j,0.72856503349171242+0.21362268280141386j,0.66928692948510227+0.040009439643845984j
0.89452095098527007+0.91622222023032829j,0.81763088866072797+0.57462635954992758j,0.45108981632750128+0.65135224739319564j,0.40175289295101269+0.50003293506000068j,0.96206377762156392+0.13768889368677295j,0.40591504820751834+0.80264771926452061j,0.34768840929191247+0.43551811483643849j,0.35107794256956482+0.49436193612439672j,0.050298183818974253+0.36751683440009569j,0.030202184602238964+0.81898672208835732j,0.11299681784805331+0.29356064505533014j,0.72854843732277585+0.14984318042950226j,0.31211705623657837+0.53679658501767902j,0.65243607641061008+0.97002435263808151j,0.49734885444615523+0.85115449193312231j,0.88055336701079845+0.0057784418999997601j,0.82297888908218686+0.061825647137677173j,0.92507150472657473+0.22896178647025994j,0.85744363483167496+0.42648634139976332j,0.28373552212376063+0.92741738251898131j
0.25562892515606134+0.34202234170953633j,0.54578826548159132+0.51807811019785566j,0.056999779699827093+0.13954596447823867j,0.39196931119886680+0.98005009037640567j,0.34395938889894007+0.23420049012966485j,0.88660975702191958+0.34914665328220651j,0.15417850394974097+0.71214723472134767j,0.70986032175744151+0.50189760125302429j,0.73333123760910335+0.0036328245460940855j,0.77765742135275040+0.81238730859612940j,0.22928615961657958+0.72712511187681528j,0.13900607769168727+0.80206496276684025j,0.83088415657409920+0.67197456635433961j,0.87181938770443401+0.81746340239624760j,0.50479106041939836+0.56801674248716827j,0.94543864222349627+0.78674303874054685j,0.68943054257034941+0.65325475368958486j,0.60237942319468052+0.018191701986964137j,0.94002627064577715+0.018140580291836173j,0.72067539312755935+0.37646607262995774j
